Cognome;Nome Completo;Ruolo;Ruoli Mantra;Quotazione Attuale;Quotazione Iniziale;Squadra;Piede;Nazionalità;Data Nascita;Foto;Media Voto;Media Fantavolo
Faticanti;Faticanti Giacomo;C;"M;C";1;1;Lecce;destro;Italia;31/07/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Matic;Matic Nemanja;C;"M;C";10;10;Roma;sinistro;"Serbia;Slovacchia";01/08/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MATIC.png?v=56;0.0;0.0
Bove;Bove Edoardo;C;C;7;5;Roma;destro;Italia;16/05/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BOVE.png?v=56;5.96;5.96
Aouar;Aouar Houssem;C;"C;T";10;15;Roma;destro;"Francia;Algeria";30/06/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/AOUAR.png?v=56;5.92;6.73
Pellegrini Lo.;Pellegrini Lorenzo;C;"C;T";21;16;Roma;destro;Italia;19/06/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PELLEGRINI-LO.png?v=56;6.14;6.95
El Shaarawy;El Shaarawy Stephan;C;"W;A";13;15;Roma;destro;"Italia;Egitto";27/10/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/EL-SHAARAWY.png?v=56;6.05;6.40
Dybala;Dybala Paulo;A;A;35;30;Roma;sinistro;"Argentina;Italia";15/11/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DYBALA.png?v=56;6.48;8.20
Solbakken;Solbakken Ola;A;A;7;8;Roma;sinistro;Norvegia;07/09/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SOLBAKKEN.png?v=56;5.5;5.5
Abraham;Abraham Tammy;A;Pc;8;15;Roma;destro;Inghilterra;02/10/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ABRAHAM.png?v=56;5.83;6.25
Belotti;Belotti Andrea;A;Pc;18;8;Fiorentina;destro;Italia;20/12/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BELOTTI.png?v=56;6.15;6.83
Costil;Costil Benoit;P;Por;1;1;Salernitana;destro;Francia;03/07/1987 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.19;3.96
Fiorillo;Fiorillo Vincenzo;P;Por;2;1;Salernitana;sinistro;Italia;13/01/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/FIORILLO.png?v=56;6.0;3.88
Ochoa;Ochoa Guillermo;P;Por;4;9;Salernitana;destro;"Messico;Spagna";13/07/1985 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/OCHOA.png?v=56;6.31;4.21
Sepe;Sepe Luigi;P;Por;1;1;Lazio;sinistro;Italia;08/05/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SEPE.png?v=56;0.0;0.0
Fazio;Fazio Federico;D;Dc;4;2;Salernitana;destro;"Argentina;Italia";17/03/1987 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/FAZIO.png?v=56;5.71;5.85
Gyomber;Gyomber Norbert;D;Dc;2;6;Salernitana;destro;Slovacchia;03/07/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/GYOMBER.png?v=56;5.36;5.07
Lovato;Lovato Matteo;D;Dc;2;4;Torino;destro;Italia;14/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LOVATO.png?v=56;5.53;5.45
Pirola;Pirola Lorenzo;D;Dc;4;5;Salernitana;sinistro;Italia;20/02/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PIROLA.png?v=56;5.5;5.54
Bronn;Bronn Dylan;D;"Dd;Dc";1;2;Salernitana;destro;"Tunisia;Francia";19/06/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.75;5.75
Daniliuc;Daniliuc Flavius;D;"Dd;Dc";2;3;Salernitana;destro;Austria;27/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DANILIUC.png?v=56;5.45;5.36
Sambia;Sambia Junior;D;"Dd;E";8;4;Salernitana;destro;"Francia;Repubblica Centrafricana";07/09/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.91;6.09
Bradaric;Bradaric Domagoj;D;"Ds;E";5;7;Salernitana;sinistro;Croazia;10/12/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BRADARIC.png?v=56;5.72;5.74
Mazzocchi;Mazzocchi Pasquale;D;"Dd;Ds;E";7;14;Napoli;destro;Italia;27/07/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MAZZOCCHI.png?v=56;5.68;5.64
Bohinen;Bohinen Emil;C;"M;C";3;4;Genoa;sinistro;Norvegia;12/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BOHINEN.png?v=56;5.86;5.82
Coulibaly L.;Coulibaly Lassana;C;"M;C";5;9;Salernitana;destro;Mali;10/04/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/COULIBALY-L.png?v=56;5.72;5.65
Coulibaly M.;Coulibaly Mamadou;C;C;2;2;Salernitana;destro;Senegal;03/02/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/COULIBALY-M.png?v=56;0.0;0.0
Maggiore;Maggiore Giulio;C;C;9;3;Salernitana;destro;Italia;12/03/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MAGGIORE.png?v=56;5.87;6.19
Kastanos;Kastanos Grigoris;C;"C;T";9;7;Salernitana;sinistro;Cipro;30/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KASTANOS.png?v=56;6.0;6.29
Candreva;Candreva Antonio;C;W;20;14;Salernitana;destro;Italia;28/02/1987 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CANDREVA.png?v=56;6.21;6.87
Bonazzoli;Bonazzoli Federico;A;A;8;7;Verona;sinistro;Italia;21/05/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BONAZZOLI.png?v=56;5.89;6.30
Valencia D.;Valencia Diego;A;A;1;1;Salernitana;destro;Cile;14/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Botheim;Botheim Erik;A;Pc;1;7;Salernitana;destro;Norvegia;10/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.3;5.2
Dia;Dia Boulaye;A;Pc;13;26;Salernitana;destro;"Senegal;Francia";16/11/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DIA.png?v=56;5.85;6.53
Consigli;Consigli Andrea;P;Por;7;5;Sassuolo;destro;Italia;27/01/1987 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CONSIGLI.png?v=56;6.14;4.27
Cragno;Cragno Alessio;P;Por;2;4;Sassuolo;destro;Italia;28/06/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CRAGNO.png?v=56;6.0;3.67
Pegolo;Pegolo Gianluca;P;Por;1;1;Sassuolo;sinistro;Italia;25/03/1981 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PEGOLO.png?v=56;0.0;0.0
Erlic;Erlic Martin;D;Dc;6;5;Sassuolo;destro;Croazia;24/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ERLIC.png?v=56;5.77;5.78
Ferrari G.;Ferrari Gianmarco;D;Dc;5;4;Sassuolo;sinistro;Italia;15/05/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/FERRARI-G.png?v=56;5.56;5.59
Flamingo;Flamingo Ryan;D;Dc;1;1;Sassuolo;destro;Olanda;31/12/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Tressoldi;Tressoldi Ruan;D;Dc;2;5;Sassuolo;destro;Brasile;07/06/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/RUAN.png?v=56;5.28;5.13
Viti;Viti Mattia;D;Dc;5;6;Sassuolo;sinistro;Italia;24/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.89;5.96
Missori;Missori Filippo;D;"Dd;E";3;1;Sassuolo;destro;Italia;24/03/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.75;5.75
Toljan;Toljan Jeremy;D;"Dd;E";8;6;Sassuolo;destro;"Germania;Stati Uniti";08/08/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/TOLJAN.png?v=56;5.92;6.06
Rogerio;Rogerio;D;"Ds;E";6;6;Sassuolo;sinistro;Brasile;13/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ROGERIO.png?v=56;0.0;0.0
Boloca;Boloca Daniel;C;"M;C";6;7;Sassuolo;destro;"Romania;Italia";22/12/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BOLOCA.png?v=56;5.85;5.82
Lopez M.;Lopez Maxime;C;"M;C";2;9;Fiorentina;destro;"Francia;Algeria";04/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LOPEZ-M.png?v=56;5.7;5.6
Obiang;Obiang Pedro;C;"M;C";2;3;Sassuolo;destro;"Guinea Equatoriale;Spagna";27/03/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/OBIANG.png?v=56;5.57;5.5
Matheus Henrique;Matheus Henrique;C;C;9;8;Sassuolo;destro;Brasile;19/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MATHEUS-HENRIQUE.png?v=56;5.79;5.92
Thorstvedt;Thorstvedt Kristian;C;"C;T";13;6;Sassuolo;sinistro;Norvegia;13/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/THORSTVEDT.png?v=56;5.94;6.40
Bajrami;Bajrami Nedim;C;T;8;12;Sassuolo;destro;"Svizzera;Macedonia del Nord";28/02/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BAJRAMI.png?v=56;5.94;6.27
Volpato;Volpato Cristian;C;T;6;3;Sassuolo;sinistro;"Italia;Australia";15/11/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/VOLPATO.png?v=56;5.85;6.0
Berardi;Berardi Domenico;A;A;24;30;Sassuolo;sinistro;Italia;01/08/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BERARDI.png?v=56;6.53;8.06
Ceide;Ceide Emil Konradsen;A;A;1;1;Sassuolo;destro;Norvegia;03/09/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.64;5.64
Defrel;Defrel Gregoire;A;A;9;9;Sassuolo;sinistro;Francia;17/06/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DEFREL.png?v=56;5.92;6.31
Lauriente';Laurientè Armand;A;A;15;21;Sassuolo;destro;"Francia;Guadalupa";04/12/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LAURIENTE.png?v=56;5.99;6.46
Alvarez A.;Alvarez Agustin;A;Pc;1;4;Sassuolo;destro;Uruguay;19/05/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ALVAREZ-A.png?v=56;0.0;0.0
Mulattieri;Mulattieri Samuele;A;Pc;2;10;Sassuolo;destro;Italia;07/10/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.88;5.88
Pinamonti;Pinamonti Andrea;A;Pc;19;12;Sassuolo;destro;Italia;19/05/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PINAMONTI.png?v=56;5.92;6.70
Gemello;Gemello Luca;P;Por;1;1;Torino;destro;Italia;03/07/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/GEMELLO.png?v=56;5.0;2.5
Milinkovic-Savic V.;Milinkovic-Savic Vanja;P;Por;14;10;Torino;destro;"Serbia;Spagna";20/02/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MILINKOVIC-SAVIC-V.png?v=56;6.12;5.24
Popa;Popa Mihai;P;Por;1;1;Torino;destro;Romania;12/10/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Buongiorno;Buongiorno Alessandro;D;Dc;15;11;Torino;sinistro;Italia;06/06/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BUONGIORNO.png?v=56;6.31;6.5
Djidji;Djidji Koffi;D;Dc;3;6;Torino;destro;"Costa d''Avorio;Francia";30/11/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DJIDJI.png?v=56;5.96;5.88
N'Guessan;N'Guessan Ange Caumenan;D;Dc;1;1;Torino;destro;"Francia;Costa d''Avorio";01/09/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Schuurs;Schuurs Perr;D;Dc;7;14;Torino;destro;Olanda;26/11/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SCHUURS.png?v=56;6.11;6.33
Zima;Zima David;D;Dc;2;3;Torino;destro;Repubblica Ceca;08/11/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ZIMA.png?v=56;6.0;6.0
Rodriguez R.;Rodriguez Ricardo;D;"Ds;Dc";11;9;Torino;sinistro;"Svizzera;Cile";25/08/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/RODRIGUEZ-R.png?v=56;6.11;6.17
Bellanova;Bellanova Raoul;D;"Dd;E";14;8;Torino;destro;Italia;17/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BELLANOVA.png?v=56;6.14;6.35
Singo;Singo Wilfried Stephane;D;E;7;7;Torino;destro;Costa d''Avorio;25/12/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SINGO.png?v=56;0.0;0.0
Vojvoda;Vojvoda Mergim;D;E;6;5;Torino;destro;"Kosovo;Belgio";01/02/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/VOJVODA.png?v=56;5.88;5.95
Linetty;Linetty Karol;C;"M;C";5;6;Torino;destro;Polonia;02/02/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LINETTY.png?v=56;5.92;5.69
Ricci S.;Ricci Samuele;C;"M;C";7;14;Torino;destro;Italia;21/08/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/RICCI-S.png?v=56;5.9;5.87
Tameze;Tameze Adrien;C;"M;C";5;9;Torino;destro;"Francia;Camerun";04/02/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/TAMEZE.png?v=56;5.79;5.73
Gineitis;Gineitis Gvidas;C;C;3;1;Torino;sinistro;Lituania;15/04/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.05;5.95
Ilic;Ilic Ivan;C;C;11;12;Torino;destro;Serbia;17/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ILIC.png?v=56;6.07;6.38
Ilkhan;Ilkhan Emirhan;C;"C;T";1;1;Torino;destro;Turchia;01/06/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Radonjic;Radonjic Nemanja;C;W;10;10;Torino;ambidestro;Serbia;15/02/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/RADONJIC.png?v=56;6.06;7.19
Verdi;Verdi Simone;C;"W;T";8;8;Torino;ambidestro;Italia;12/07/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/VERDI.png?v=56;0.0;0.0
Karamoh;Karamoh Yann;A;A;4;10;Torino;destro;"Francia;Costa d''Avorio";08/07/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KARAMOH.png?v=56;6.1;6.1
Seck;Seck Demba;A;A;3;3;Frosinone;sinistro;Senegal;10/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SECK.png?v=56;5.93;5.89
Pellegri;Pellegri Pietro;A;Pc;5;7;Torino;destro;Italia;17/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PELLEGRI.png?v=56;5.87;6.03
Sanabria;Sanabria Antonio;A;Pc;12;24;Torino;destro;"Paraguay;Spagna";04/03/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SANABRIA.png?v=56;5.84;6.24
Padelli;Padelli Daniele;P;Por;1;1;Udinese;destro;Italia;25/10/1985 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PADELLI.png?v=56;0.0;0.0
Piana;Piana Edoardo;P;Por;1;1;Udinese;destro;Italia;29/09/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PIANA.png?v=56;0.0;0.0
Silvestri;Silvestri Marco;P;Por;2;9;Udinese;destro;Italia;02/03/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SILVESTRI.png?v=56;5.82;4.18
Bijol;Bijol Jaka;D;Dc;8;9;Udinese;destro;Slovenia;05/02/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BIJOL.png?v=56;6.08;6.0
Guessand A.;Guessand Axel;D;Dc;2;1;Udinese;sinistro;"Francia;Costa d''Avorio";06/11/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.5;5.5
Kabasele;Kabasele Christian;D;Dc;2;5;Udinese;destro;"Belgio;Repubblica Democratica del Congo";24/02/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KABASELE.png?v=56;5.75;5.8
Perez N.;Perez Nehuen;D;Dc;7;9;Udinese;destro;Argentina;24/06/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PEREZ-N.png?v=56;5.94;5.82
Abankwah;Abankwah James;D;"Dd;Dc";1;1;Udinese;destro;"Irlanda;Ghana";16/01/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ebosse;Ebosse Enzo;D;"Ds;Dc";1;4;Udinese;sinistro;"Camerun;Francia";11/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/EBOSSE.png?v=56;0.0;0.0
Masina;Masina Adam;D;"Ds;Dc";5;7;Torino;sinistro;"Italia;Marocco";02/01/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MASINA.png?v=56;5.87;5.8
Ebosele;Ebosele Festy;D;"Dd;E";4;4;Udinese;destro;"Irlanda;Nigeria";02/08/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/EBOSELE.png?v=56;5.83;5.73
Ehizibue;Ehizibue Kingsley;D;"Dd;E";7;5;Udinese;destro;"Nigeria;Olanda";25/05/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/EHIZIBUE.png?v=56;5.88;5.82
Kamara H.;Kamara Hassane;D;"Ds;E";10;6;Udinese;sinistro;"Francia;Gambia";05/03/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KAMARA-H.png?v=56;6.06;6.10
Zemura;Zemura Jordan;D;"Ds;E";5;5;Udinese;sinistro;"Zimbabwe;Inghilterra";14/11/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.86;5.98
Camara E.;Camara Etienne;C;"M;C";1;4;Udinese;sinistro;"Francia;Guinea";30/03/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CAMARA-E.png?v=56;0.0;0.0
Walace;Walace Souza;C;"M;C";9;8;Udinese;destro;Brasile;04/04/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/WALACE.png?v=56;5.93;6.0
Zarraga;Zarraga Oier;C;C;8;3;Udinese;destro;Spagna;04/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.07;6.93
Lovric;Lovric Sandi;C;"C;T";8;15;Udinese;destro;"Slovenia;Austria";28/03/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LOVRIC.png?v=56;5.97;6.09
Samardzic;Samardzic Lazar;C;"C;T";19;16;Udinese;sinistro;"Germania;Serbia";24/02/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SAMARDZIC.png?v=56;6.18;6.74
Quina;Quina Domingos;C;"C;W;T";1;5;Udinese;destro;"Portogallo;Guinea Bissau";18/11/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pafundi;Pafundi Simone;C;"T;A";1;1;Udinese;sinistro;Italia;14/03/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Deulofeu;Deulofeu Gerard;A;A;1;14;Udinese;destro;Spagna;13/03/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DEULOFEU.png?v=56;0.0;0.0
Success;Success Isaac;A;A;4;7;Udinese;destro;Nigeria;07/01/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SUCCESS.png?v=56;5.84;5.82
Thauvin;Thauvin Florian;A;A;16;11;Udinese;sinistro;Francia;26/01/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/THAUVIN.png?v=56;6.2;6.84
Beto;Beto ;A;Pc;20;21;Udinese;destro;"Portogallo;Guinea Bissau";31/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BETO.png?v=56;5.5;5.5
Brenner;Brenner;A;Pc;3;10;Udinese;destro;Brasile;16/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.88;5.88
Lucca;Lucca Lorenzo;A;Pc;19;5;Udinese;destro;Italia;10/09/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LUCCA.png?v=56;6.04;6.75
Vivaldo;Vivaldo Semedo;A;Pc;1;1;Udinese;sinistro;"Portogallo;Angola";28/01/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Berardi A.;Berardi Alessandro;P;Por;1;1;Verona;destro;Italia;16/01/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BERARDI-A.png?v=56;0.0;0.0
Montipo';Montipò Lorenzo;P;Por;13;7;Verona;destro;Italia;20/02/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MONTIPO.png?v=56;6.31;4.99
Perilli;Perilli Simone;P;Por;3;1;Verona;destro;Italia;07/01/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;7.5;5.5
Coppola D.;Coppola Diego;D;Dc;6;2;Verona;destro;Italia;28/12/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.85;5.92
Dawidowicz;Dawidowicz Pawel;D;Dc;4;4;Verona;ambidestro;Polonia;20/05/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DAWIDOWICZ.png?v=56;5.77;5.60
Gunter;Gunter Koray;D;Dc;1;4;Verona;destro;"Germania;Turchia";16/08/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/GUNTER.png?v=56;0.0;0.0
Hien;Hien Isak;D;Dc;6;8;Atalanta;destro;"Svezia;Burkina Faso";13/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/HIEN.png?v=56;5.98;5.83
Magnani;Magnani Giangiacomo;D;Dc;7;3;Verona;sinistro;Italia;04/10/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MAGNANI.png?v=56;6.0;5.9
Ceccherini;Ceccherini Federico;D;"Dd;Dc";5;5;Verona;destro;Italia;11/05/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CECCHERINI.png?v=56;0.0;0.0
Amione;Amione Bruno;D;"Ds;Dc";3;4;Verona;sinistro;Argentina;03/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/AMIONE.png?v=56;5.69;5.56
Cabal;Cabal Juan;D;"Ds;Dc";5;4;Verona;sinistro;Colombia;08/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.82;5.66
Faraoni;Faraoni Davide;D;"Dd;E";2;9;Fiorentina;destro;Italia;25/10/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/FARAONI.png?v=56;5.72;5.62
Terracciano F.;Terracciano Filippo;D;"Dd;E";4;3;Milan;destro;Italia;08/02/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/TERRACCIANO-F.png?v=56;5.89;5.89
Doig;Doig Josh;D;"Ds;E";6;11;Sassuolo;sinistro;Scozia;18/05/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DOIG.png?v=56;5.82;5.77
Lazovic;Lazovic Darko;C;"E;W";10;15;Verona;ambidestro;Serbia;15/09/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LAZOVIC.png?v=56;5.87;6.19
Hongla;Hongla Martin;C;"M;C";5;5;Verona;destro;Camerun;16/03/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/HONGLA.png?v=56;5.82;5.82
Joselito;Joselito;C;"M;C";1;1;Verona;destro;Spagna;09/02/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hrustic;Hrustic Ajdin;C;C;1;3;Verona;sinistro;"Australia;Bosnia Erzegovina";05/07/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Duda;Duda Ondrej;C;"C;T";9;6;Verona;destro;Slovacchia;05/12/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DUDA.png?v=56;6.05;5.98
Mboula;Mboula Jordi;C;W;3;9;Verona;destro;"Spagna;Congo";16/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.71;5.86
Saponara;Saponara Riccardo;C;"W;T";5;11;Verona;destro;Italia;21/12/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SAPONARA.png?v=56;6.0;6.0
Braaf;Braaf Jayden;A;A;1;1;Verona;destro;"Olanda;Suriname";31/08/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kallon;Kallon Yayah;A;A;1;2;Verona;sinistro;Sierra Leone;30/06/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KALLON.png?v=56;0.0;0.0
Ngonge;Ngonge Cyril;A;A;19;12;Napoli;sinistro;"Belgio;Repubblica Democratica del Congo";26/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NGONGE.png?v=56;6.14;6.86
Djuric;Djuric Milan;A;Pc;18;8;Monza;destro;"Bosnia Erzegovina;Italia";22/05/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DJURIC.png?v=56;6.08;6.67
Henry;Henry Thomas;A;Pc;5;11;Verona;destro;Francia;20/09/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/HENRY.png?v=56;5.91;6.32
Lasagna;Lasagna Kevin;A;Pc;4;4;Verona;sinistro;Italia;10/08/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LASAGNA.png?v=56;0.0;0.0
