Cognome;Nome Completo;Ruolo;Ruoli Mantra;Quotazione attuale;Quotazione iniziale;Squadra;Piede;Nazionalità;Data Nascita;Foto;Media Voto;Media Fantavoto
Joelinton;Joelinton;C;"C;W";8;16;Newcastle United;destro;Brasile;14/08/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Willock;Willock Joe;C;"C;W";8;17;Newcastle United;destro;"Inghilterra;Montserrat";20/08/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Anderson E.;Anderson Elliot;C;"C;W;T";8;6;Newcastle United;destro;"Scozia;Inghilterra";06/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Murphy;Murphy Jacob;C;W;21;11;Newcastle United;destro;Inghilterra;24/02/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fraser;Fraser Ryan;C;"W;A";2;2;Newcastle United;destro;Scozia;24/02/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gordon;Gordon Anthony;A;"W;A";31;6;Newcastle United;destro;Inghilterra;24/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Almiron;Almiron Miguel;A;A;15;17;Newcastle United;sinistro;Paraguay;10/02/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Barnes;Barnes Harvey;A;A;16;13;Newcastle United;destro;Inghilterra;09/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Isak;Isak Alexander;A;Pc;37;22;Newcastle United;destro;"Svezia;Eritrea";21/09/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Wilson;Wilson Callum;A;Pc;27;26;Newcastle United;destro;"Inghilterra;Irlanda";27/02/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Austin;Austin Brandon;P;Por;1;1;Tottenham;destro;"Inghilterra;Stati Uniti";08/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Forster;Forster Fraser;P;Por;1;1;Tottenham;destro;Inghilterra;17/03/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lloris;Lloris Hugo;P;Por;1;6;Tottenham;sinistro;Francia;26/12/1986 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Vicario;Vicario Guglielmo;P;Por;11;10;Tottenham;destro;Italia;07/10/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Whiteman;Whiteman Alfie;P;Por;1;1;Tottenham;destro;Inghilterra;02/10/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Dier;Dier Eric;D;Dc;5;5;Bayern Monaco;destro;"Inghilterra;Portogallo";15/01/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Rodon;Rodon Joe;D;Dc;2;2;Tottenham;destro;Galles;22/10/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Romero;Romero Cristian;D;Dc;9;8;Tottenham;destro;Argentina;27/04/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sanchez D.;Sanchez Davinson;D;Dc;3;3;Tottenham;destro;Colombia;12/06/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Tanganga;Tanganga Japhet;D;"Dd;Dc";1;1;Tottenham;destro;"Inghilterra;RD del Congo";31/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Davies B.;Davies Ben;D;"Ds;Dc";1;9;Tottenham;sinistro;Galles;24/04/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Emerson Royal;Emerson Royal;D;"Dd;E";3;7;Tottenham;destro;Brasile;14/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Porro;Porro Pedro;D;"Dd;E";13;11;Tottenham;destro;Spagna;13/09/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Spence;Spence Djed;D;"Dd;E";3;3;Tottenham;destro;"Inghilterra;Giamaica";09/08/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Reguilon;Reguilon Sergio;D;"Ds;E";2;2;Tottenham;sinistro;Spagna;16/12/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sessegnon;Sessegnon Ryan;D;"Ds;E";1;2;Tottenham;sinistro;Inghilterra;18/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Udogie;Udogie Destiny;D;"Ds;E";9;8;Tottenham;sinistro;"Italia;Nigeria";28/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Perisic;Perisic Ivan;C;"E;W";5;7;Tottenham;ambidestro;Croazia;02/02/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bentancur;Bentancur Rodrigo;C;"M;C";7;6;Tottenham;ambidestro;Uruguay;25/06/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bissouma;Bissouma Yves;C;"M;C";4;8;Tottenham;destro;Mali;30/08/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hojbjerg;Hojbjerg Pierre-Emile;C;"M;C";5;14;Tottenham;destro;"Danimarca;Francia";05/08/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sarr P.;Sarr Pape Matar;C;"M;C";10;2;Tottenham;destro;Senegal;14/09/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Skipp;Skipp Oliver;C;"M;C";3;5;Tottenham;destro;Inghilterra;16/09/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ndombele';Ndombelè Tanguy;C;C;6;7;Tottenham;destro;"Francia;Repubblica Democratica del Congo";28/12/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lo Celso;Lo Celso Giovanni;C;"C;W;T";10;9;Tottenham;sinistro;"Argentina;Italia";09/04/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gil;Gil Bryan;C;W;2;6;Tottenham;sinistro;Spagna;11/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Solomon;Solomon Manor;C;W;4;8;Tottenham;ambidestro;Israele;24/07/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Maddison;Maddison James;C;T;25;26;Tottenham;destro;Inghilterra;23/11/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kulusevski;Kulusevski Dejan;C;"W;A";26;17;Tottenham;sinistro;"Svezia;Macedonia";25/04/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Richarlison;Richarlison;A;A;22;9;Tottenham;destro;Brasile;10/05/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Son;Son Heung-Min;A;A;38;26;Tottenham;ambidestro;Corea del Sud;08/07/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kane;Kane Harry;A;Pc;56;45;Bayern Monaco;destro;Inghilterra;28/07/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Areola;Areola Alphonse;P;Por;8;2;West Ham;destro;"Francia;Filippine";27/02/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fabianski;Fabianski Lukasz;P;Por;1;8;West Ham;destro;Polonia;18/04/1985 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Aguerd;Aguerd Nayef;D;Dc;1;6;West Ham;sinistro;Marocco;30/03/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ogbonna;Ogbonna Angelo;D;Dc;2;5;West Ham;sinistro;"Italia;Nigeria";23/05/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zouma;Zouma Kurt;D;Dc;5;8;West Ham;destro;"Francia;Repubblica Centrafricana";27/10/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kehrer;Kehrer Thilo;D;"Dd;Dc";6;6;Monaco;destro;"Germania;Burundi";21/09/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Coufal;Coufal Vladimir;D;"Dd;E";7;3;West Ham;destro;Repubblica Ceca;22/08/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Cresswell;Creswell Aaron;D;"Ds;E";2;6;West Ham;sinistro;Inghilterra;15/12/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Emerson P.;Emerson Palmieri;D;"Ds;E";5;6;West Ham;sinistro;"Brasile;Italia";03/08/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Johnson;Johnson Ben;D;"Dd;Ds;E";2;2;West Ham;destro;Inghilterra;24/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Coventry;Coventry Conor;C;"M;C";1;1;West Ham;destro;"Irlanda;Inghilterra";25/03/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Downes;Downes Flynn;C;"M;C";5;5;West Ham;destro;Inghilterra;20/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Soucek;Soucek Tomas;C;"M;C";16;9;West Ham;destro;Repubblica Ceca;27/02/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Paqueta';Paquetà Lucas;C;"C;T";10;16;West Ham;sinistro;Brasile;27/08/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fornals;Fornals Pablo;C;"W;T";4;8;West Ham;destro;Spagna;22/02/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Cornet;Cornet Maxwel;C;"W;A";4;4;West Ham;sinistro;"Costa d''Avorio;Francia";27/09/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bowen;Bowen Jarrod;A;"W;A";32;15;West Ham;sinistro;"Inghilterra;Galles";20/12/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Benrahma;Benrahma Said;A;A;14;8;Olympique Lione;destro;"Algeria;Francia";10/08/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Antonio;Antonio Michail;A;Pc;16;11;West Ham;destro;"Inghilterra;Giamaica";28/03/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ings;Ings Danny;A;Pc;5;9;West Ham;destro;Inghilterra;23/07/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Scamacca;Scamacca Gianluca;A;Pc;24;10;Atalanta;ambidestro;Italia;01/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Grbic;Grbic Ivo;P;Por;1;1;Atletico Madrid;destro;Croazia;18/01/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Oblak;Oblak Jan;P;Por;12;14;Atletico Madrid;destro;Slovenia;07/01/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gimenez;Gimenez Josè;D;Dc;4;8;Atletico Madrid;destro;"Uruguay;Spagna";20/01/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hermoso;Hermoso Mario;D;Dc;4;5;Atletico Madrid;sinistro;Spagna;18/06/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Savic;Savic Stefan;D;Dc;5;7;Atletico Madrid;destro;Montenegro;08/01/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Soyuncu;Soyuncu Caglar;D;Dc;3;6;Atletico Madrid;destro;Turchia;23/05/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Azpilicueta;Azpilicueta Cesar;D;"Dd;Dc";6;11;Atletico Madrid;destro;Spagna;28/08/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mandava;Mandava Reinildo;D;"Ds;Dc";4;1;Atletico Madrid;sinistro;Mozambico;21/01/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Molina N.;Molina Nahuel;D;"Dd;E";11;8;Atletico Madrid;destro;Argentina;02/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Galan;Galan Javi;D;"Ds;E";5;6;Real Sociedad;sinistro;Spagna;19/11/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Llorente M.;Llorente Marcos;C;"E;C";16;8;Atletico Madrid;destro;Spagna;30/01/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Saul;Saul Niguez;C;"E;C";10;5;Atletico Madrid;sinistro;Spagna;21/11/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Carrasco;Carrasco Yannick;C;"E;W";8;8;Atletico Madrid;ambidestro;"Belgio;Spagna";04/09/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Witsel;Witsel Axel;C;M;10;5;Atletico Madrid;destro;"Belgio;Martinica";12/01/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Koke;Koke;C;"M;C";11;6;Atletico Madrid;destro;Spagna;01/08/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Barrios;Barrios Pablo;C;"C;T";6;6;Atletico Madrid;destro;Spagna;15/06/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
De Paul;De Paul Rodrigo;C;"C;W;T";13;8;Atletico Madrid;destro;"Argentina;Italia";24/04/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lemar;Lemar Thomas;C;"W;T";1;9;Atletico Madrid;sinistro;"Francia;Guadalupa";12/11/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Riquelme;Riquelme Rodrigo;C;"W;T";13;8;Atletico Madrid;destro;Spagna;02/04/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Correa A.;Correa Angel;A;A;28;14;Atletico Madrid;destro;"Argentina;Spagna";09/03/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Depay;Depay Memphis;A;A;16;9;Atletico Madrid;destro;"Olanda;Ghana";13/02/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Griezmann;Griezmann Antoine;A;A;30;24;Atletico Madrid;sinistro;Francia;21/03/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Joao Felix;Joao Felix;A;A;25;10;Barcellona;ambidestro;Portogallo;10/11/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mollejo;Mollejo Victor;A;A;1;1;Atletico Madrid;sinistro;Spagna;21/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Samuel Lino;Samuel Lino;A;A;19;2;Atletico Madrid;destro;Brasile;23/12/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Camello;Camello Sergio;A;Pc;4;4;Atletico Madrid;destro;Spagna;10/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Morata;Morata Alvaro;A;Pc;24;15;Atletico Madrid;destro;Spagna;23/10/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pena I.;Pena Inaki;P;Por;1;1;Barcellona;destro;Spagna;02/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ter Stegen;ter Stegen Marc-Andrè;P;Por;14;20;Barcellona;destro;Germania;30/04/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Christensen;Christensen Andreas;D;Dc;9;11;Barcellona;destro;Danimarca;10/04/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Garcia E.;Garcia Eric;D;Dc;8;8;Barcellona;destro;Spagna;09/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lenglet;Lenglet Clement;D;Dc;2;6;Aston Villa;sinistro;Francia;17/06/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Martinez I.;Martinez Inigo;D;Dc;5;7;Barcellona;sinistro;Spagna;17/05/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Araujo R.;Araujo Ronald;D;"Dd;Dc";7;11;Barcellona;destro;Uruguay;07/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kounde';Koundè Jules;D;"Dd;Dc";10;13;Barcellona;destro;"Francia;Benin";12/11/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Alonso;Alonso Marcos;D;"Ds;Dc";1;4;Barcellona;sinistro;Spagna;28/12/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sergi Roberto;Sergi Roberto;D;"Dd;E";10;13;Barcellona;destro;Spagna;07/02/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Balde;Balde Alex;D;"Ds;E";6;12;Barcellona;sinistro;"Spagna;Repubblica Dominicana";18/10/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Dest;Dest Sergino;D;"Dd;Ds;E";1;1;Barcellona;destro;"Stati Uniti;Olanda";03/11/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
De Jong F.;de Jong Frankie;C;"M;C";8;11;Barcellona;destro;Olanda;12/05/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kessie';Kessiè Franck;C;"M;C";8;8;Barcellona;destro;Costa d''Avorio;19/12/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Romeu;Romeu Oriol;C;"M;C";3;8;Barcellona;destro;Spagna;24/09/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gundogan;Gundogan Ilkay;C;"C;T";19;24;Barcellona;destro;Germania;24/10/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pedri;Pedri;C;"C;T";14;20;Barcellona;destro;Spagna;25/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gavi;Gavi;C;"W;T";8;16;Barcellona;destro;Spagna;05/08/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Dembele' O.;Dembelè Ousmane;A;A;18;13;Paris Saint-Germain;ambidestro;"Francia;Mauritania";15/05/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ezzalzouli;Ezzalzouli Abde;A;A;3;3;Barcellona;destro;"Marocco;Spagna";17/12/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fati;Fati Ansu;A;A;9;13;Brighton;destro;"Spagna; Guinea Bissau";31/10/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Raphinha;Raphinha;A;A;22;21;Barcellona;sinistro;"Brasile;Italia";14/12/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Torres F.;Torres Ferran;A;A;11;11;Barcellona;destro;Spagna;19/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lewandowski;Lewandowski Robert;A;Pc;39;42;Barcellona;destro;Polonia;21/08/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Courtois;Courtois Thibaut;P;Por;9;18;Real Madrid;sinistro;Belgio;11/05/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lunin;Lunin Andriy;P;Por;14;1;Real Madrid;destro;Ucraina;11/02/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Militao;Militao Eder;D;Dc;8;17;Real Madrid;destro;Brasile;18/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Rudiger;Rudiger Antonio;D;Dc;8;8;Real Madrid;destro;"Germania;Sierra Leone";03/03/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Alaba;Alaba David;D;"Ds;Dc";8;16;Real Madrid;sinistro;Austria;24/06/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nacho;Fernandez Nacho;D;"Dd;Ds;Dc";6;4;Real Madrid;destro;Spagna;18/01/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Carvajal;Carvajal Daniel;D;"Dd;E";14;11;Real Madrid;destro;Spagna;11/01/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Odriozola;Odriozola Alvaro;D;"Dd;E";3;1;Real Sociedad;destro;Spagna;14/12/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Vazquez L.;Vazquez Lucas;D;"Dd;E";13;9;Real Madrid;destro;Spagna;01/07/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Garcia F.;Garcia Fran;D;"Ds;E";9;2;Real Madrid;sinistro;Spagna;14/08/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mendy F.;Mendy Ferland;D;"Ds;E";4;10;Real Madrid;sinistro;"Francia;Senegal";08/06/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Camavinga;Camavinga Eduardo;C;"E;M";8;8;Real Madrid;sinistro;Angola;10/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Tchouameni;Tchouameni Aurelien;C;"M;C";14;15;Real Madrid;destro;"Francia;Camerun";27/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bellingham;Bellingham Jude;C;C;34;25;Real Madrid;destro;Inghilterra;29/06/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kroos;Kroos Toni;C;C;17;13;Real Madrid;destro;Germania;04/01/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
